implementing_agency,change_period,shift_t,mix_js,change_score,n_periods,works_before,works_after,rs_before,rs_after,change_description
SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),2024Q4,2.2779131679946785,0.22023037193151773,0.1656905674990682,7,107,186,79481346.0,153398037.0,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA): behaviour shifts at 2024Q4 (archetype-mix JS 0.22); 54 works/quarter -> 37 works/quarter; 3% round-number amounts -> 6% round-number amounts; 0% repeated descriptions -> 1% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
THIRUVARUR(DISTRICT COLLECTOR THIRUVARUR_IDA),2024Q1,2.107452768562692,0.30116695487299444,0.1628087725786649,8,51,63,44020069.0,70221253.0,THIRUVARUR(DISTRICT COLLECTOR THIRUVARUR_IDA): behaviour shifts at 2024Q1 (archetype-mix JS 0.30); 26 works/quarter -> 10 works/quarter. Before/after shown for review — a change-point is not evidence of wrongdoing.
HISAR(DEPUTY COMMISSIONER HISSAR_IDA),2025Q2,2.908377030801575,0.14066731888826003,0.15862355361107025,9,300,185,105360020.0,52801525.0,HISAR(DEPUTY COMMISSIONER HISSAR_IDA): behaviour shifts at 2025Q2 (archetype-mix JS 0.14); 60 works/quarter -> 46 works/quarter; 12% round-number amounts -> 37% round-number amounts; 1% repeated descriptions -> 17% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),2025Q1,2.9970785632451182,0.1308397799463499,0.14973669492186092,10,407,300,260093530.0,173788145.0,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA): behaviour shifts at 2025Q1 (archetype-mix JS 0.13); 81 works/quarter -> 60 works/quarter; 23% round-number amounts -> 35% round-number amounts; 5% repeated descriptions -> 16% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
BIKANER(DISTRICT COLLECTOR BIKANER_IDA),2025Q4,1.9044870640033464,0.3773180723737508,0.14811407434088478,6,48,52,63495509.0,37310601.0,BIKANER(DISTRICT COLLECTOR BIKANER_IDA): behaviour shifts at 2025Q4 (archetype-mix JS 0.38); 12 works/quarter -> 26 works/quarter. Before/after shown for review — a change-point is not evidence of wrongdoing.
DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA),2025Q3,3.271347402949537,0.10968680573411274,0.1456205931276794,7,403,138,127500232.0,49025000.0,DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA): behaviour shifts at 2025Q3 (archetype-mix JS 0.11); 101 works/quarter -> 46 works/quarter; 63% round-number amounts -> 79% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA),2025Q1,2.1779036527877675,0.22946387716973743,0.14393427629601346,6,36,56,14253813.0,27965396.0,MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA): behaviour shifts at 2025Q1 (archetype-mix JS 0.23); 18 works/quarter -> 14 works/quarter; 21% round-number amounts -> 56% round-number amounts; 42% repeated descriptions -> 35% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),2025Q3,2.8542599473910895,0.13501619661972963,0.14278737135463818,8,638,178,266829757.0,113165984.0,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA): behaviour shifts at 2025Q3 (archetype-mix JS 0.14); 128 works/quarter -> 59 works/quarter; 30% round-number amounts -> 84% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
SURGUJA(Collector Surguja_IDA),2024Q4,1.7331631310878615,0.8403230987401547,0.1399857921453139,6,144,141,51151150.0,49831301.0,SURGUJA(Collector Surguja_IDA): behaviour shifts at 2024Q4 (archetype-mix JS 0.84); 72 works/quarter -> 35 works/quarter; 43% round-number amounts -> 54% round-number amounts; 35% repeated descriptions -> 7% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
KANNAUJ(DISTRICT MAGISTRATE KANNAUJ_IDA),2025Q3,1.7526002865446264,0.5854273900457878,0.13975424859373686,6,62,58,47747070.0,40492000.0,KANNAUJ(DISTRICT MAGISTRATE KANNAUJ_IDA): behaviour shifts at 2025Q3 (archetype-mix JS 0.59); 46% round-number amounts -> 22% round-number amounts; 9% repeated descriptions -> 0% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
JAMMU(DEPUTY COMMISSIONER JAMMU_IDA),2025Q2,3.015375348627216,0.12220557072588527,0.1351138031287639,9,103,128,58780879.0,68952930.0,JAMMU(DEPUTY COMMISSIONER JAMMU_IDA): behaviour shifts at 2025Q2 (archetype-mix JS 0.12); 21 works/quarter -> 32 works/quarter; 39% round-number amounts -> 88% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
VAISHALI(DISTRICT PLANNING OFFICER VAISHALI_IDA),2025Q3,2.138037570401055,0.23799438150215457,0.13463356116071626,6,168,118,128331653.0,142542305.0,VAISHALI(DISTRICT PLANNING OFFICER VAISHALI_IDA): behaviour shifts at 2025Q3 (archetype-mix JS 0.24); 42 works/quarter -> 59 works/quarter; 4% round-number amounts -> 55% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),2024Q3,1.9001177817767219,0.3463194873074955,0.13392857142857142,10,257,374,43051393.0,83905000.0,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA): behaviour shifts at 2024Q3 (archetype-mix JS 0.35); 86 works/quarter -> 53 works/quarter; 0% repeated descriptions -> 2% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA),2025Q2,1.7311031374051855,1.0,0.13355602947903206,6,177,164,39479682.0,70667650.0,JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA): behaviour shifts at 2025Q2 (archetype-mix JS 1.00); 88 works/quarter -> 41 works/quarter; 0% round-number amounts -> 41% round-number amounts; 50% repeated descriptions -> 62% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
ALIGARH(DISTRICT MAGISTRATE ALIGARH_IDA),2024Q4,2.6478193869658893,0.13607085799239768,0.13067094690403036,8,86,114,80872055.0,147286924.0,ALIGARH(DISTRICT MAGISTRATE ALIGARH_IDA): behaviour shifts at 2024Q4 (archetype-mix JS 0.14); 29 works/quarter -> 23 works/quarter; 0% round-number amounts -> 2% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA),2025Q1,1.7560021928736926,0.400358809578127,0.12984856760936594,8,63,88,36206500.0,47177190.0,SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA): behaviour shifts at 2025Q1 (archetype-mix JS 0.40); 21 works/quarter -> 18 works/quarter; 77% round-number amounts -> 21% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
KORAPUT(District Collector Koraput_IDA),2024Q4,2.2319356814775517,0.18843887601087644,0.12674169255873563,6,180,215,54843677.0,73107405.0,KORAPUT(District Collector Koraput_IDA): behaviour shifts at 2024Q4 (archetype-mix JS 0.19); 90 works/quarter -> 54 works/quarter. Before/after shown for review — a change-point is not evidence of wrongdoing.
SANGAREDDY(District Collector Sangareddy_IDA),2024Q1,1.9937006810255102,0.2795337558088607,0.12507969398323124,6,26,491,6399000.0,123143026.0,SANGAREDDY(District Collector Sangareddy_IDA): behaviour shifts at 2024Q1 (archetype-mix JS 0.28); 13 works/quarter -> 123 works/quarter; 0% repeated descriptions -> 17% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),2024Q4,3.2637495176992815,0.08827689790501402,0.12205556352225283,7,155,222,71611739.0,117867995.0,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA): behaviour shifts at 2024Q4 (archetype-mix JS 0.09); 78 works/quarter -> 44 works/quarter; 51% round-number amounts -> 86% round-number amounts; 1% repeated descriptions -> 7% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
SRIKAKULAM(District Collector Srikakulam_IDA),2025Q4,2.4420769222187464,0.14647209277112463,0.11340076603464766,7,255,128,136143769.0,83672600.0,SRIKAKULAM(District Collector Srikakulam_IDA): behaviour shifts at 2025Q4 (archetype-mix JS 0.15); 51 works/quarter -> 64 works/quarter; 19% round-number amounts -> 59% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
GANGANAGAR(DISTRICT COLLECTOR SRIGANGANAGAR_IDA),2024Q1,1.8108670039286698,0.29488256531065404,0.11142842834239897,6,66,45,52499200.6,30693437.0,GANGANAGAR(DISTRICT COLLECTOR SRIGANGANAGAR_IDA): behaviour shifts at 2024Q1 (archetype-mix JS 0.29); 33 works/quarter -> 11 works/quarter; 31% round-number amounts -> 47% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),2025Q2,3.472383632959086,0.08506592390802012,0.11111498629155038,10,608,276,361521424.0,225581661.0,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA): behaviour shifts at 2025Q2 (archetype-mix JS 0.09); 101 works/quarter -> 69 works/quarter; 28% round-number amounts -> 90% round-number amounts; 0% repeated descriptions -> 3% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),2025Q2,2.3626607431606845,0.15178262437230078,0.10811500927064584,8,56,64,36948896.0,28150000.0,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA): behaviour shifts at 2025Q2 (archetype-mix JS 0.15); 11 works/quarter -> 21 works/quarter. Before/after shown for review — a change-point is not evidence of wrongdoing.
CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR),2025Q4,2.1821914867891046,0.17418348526990102,0.10779193274687175,10,314,85,234942984.0,33874000.0,CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR): behaviour shifts at 2025Q4 (archetype-mix JS 0.17); 76% round-number amounts -> 91% round-number amounts; 1% repeated descriptions -> 1% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),2025Q3,2.651462785064372,0.10924042025530586,0.09856875966883757,9,419,288,193470600.0,149307873.0,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA): behaviour shifts at 2025Q3 (archetype-mix JS 0.11); 70 works/quarter -> 96 works/quarter; 0% repeated descriptions -> 4% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
Y.S.R.(DISTRICT COLLECTOR CUDDAPAH_IDA),2025Q3,2.6556315773183505,0.09204841219140412,0.09127253705473604,11,324,179,333427307.0,145307746.0,Y.S.R.(DISTRICT COLLECTOR CUDDAPAH_IDA): behaviour shifts at 2025Q3 (archetype-mix JS 0.09); 40 works/quarter -> 60 works/quarter; 35% round-number amounts -> 61% round-number amounts; 0% repeated descriptions -> 4% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),2024Q4,2.3218626834968936,0.14276751592453982,0.09105391988558545,8,95,151,108226409.0,143701330.0,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA): behaviour shifts at 2024Q4 (archetype-mix JS 0.14); 48 works/quarter -> 25 works/quarter; 52% round-number amounts -> 65% round-number amounts; 4% repeated descriptions -> 0% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA),2025Q3,1.6785995569090568,0.6148197845443153,0.08939725176116421,6,89,65,29121262.0,10258392.0,PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA): behaviour shifts at 2025Q3 (archetype-mix JS 0.61); 22 works/quarter -> 32 works/quarter; 51% round-number amounts -> 41% round-number amounts; 0% repeated descriptions -> 3% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),2024Q3,1.6451008294895608,0.9713464641997817,0.08164884445612447,9,94,149,45679069.86,82872653.0,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA): behaviour shifts at 2024Q3 (archetype-mix JS 0.97); 47 works/quarter -> 21 works/quarter; 36% round-number amounts -> 43% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
REWA(DISTRICT COLLECTOR REWA_IDA),2024Q4,1.8981969583749674,0.2134576415622848,0.0810977773418971,8,121,69,73499585.0,81404335.0,REWA(DISTRICT COLLECTOR REWA_IDA): behaviour shifts at 2024Q4 (archetype-mix JS 0.21); 40 works/quarter -> 14 works/quarter; 34% repeated descriptions -> 59% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
Kasganj(DISTRICT MAGISTRATE KASGANJ KANSHIRAMNAGAR_IDA),2025Q4,1.7093287011427254,0.2971525488026262,0.07923321138079843,6,194,79,83311591.0,30587000.0,Kasganj(DISTRICT MAGISTRATE KASGANJ KANSHIRAMNAGAR_IDA): behaviour shifts at 2025Q4 (archetype-mix JS 0.30); 48 works/quarter -> 40 works/quarter; 0% round-number amounts -> 11% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
UDAM SINGH NAGAR(DISTRICT MAGISTRATE UDHAMSINGH NAGAR_IDA),2025Q1,3.4277399250051968,0.07397825470723934,0.07128892599406836,8,110,113,39722427.0,40749750.0,UDAM SINGH NAGAR(DISTRICT MAGISTRATE UDHAMSINGH NAGAR_IDA): behaviour shifts at 2025Q1 (archetype-mix JS 0.07); 37 works/quarter -> 23 works/quarter; 43% round-number amounts -> 76% round-number amounts; 2% repeated descriptions -> 29% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
Tirupathur(District Collector Tirupathur_IDA),2025Q2,2.137796774568677,0.15003728229922178,0.07023273536853693,6,73,93,61641292.0,68331834.0,Tirupathur(District Collector Tirupathur_IDA): behaviour shifts at 2025Q2 (archetype-mix JS 0.15); 18 works/quarter -> 46 works/quarter; 54% round-number amounts -> 66% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),2025Q2,3.0494335438661166,0.07447001504248997,0.06872680499259219,10,374,171,283654247.0,156401914.0,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA): behaviour shifts at 2025Q2 (archetype-mix JS 0.07); 62 works/quarter -> 43 works/quarter; 16% round-number amounts -> 46% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2),2025Q1,1.7042245318729639,0.2659177536249398,0.06515410499699296,7,288,143,96891971.32,50081121.0,HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2): behaviour shifts at 2025Q1 (archetype-mix JS 0.27); 72 works/quarter -> 48 works/quarter; 47% repeated descriptions -> 32% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
NORTH WEST(COMMISSIONER NORTH WEST),2023Q4,1.6877641815552078,0.2802473618533101,0.06313453403451318,7,76,81,57415202.0,94337418.0,NORTH WEST(COMMISSIONER NORTH WEST): behaviour shifts at 2023Q4 (archetype-mix JS 0.28); 38 works/quarter -> 16 works/quarter; 1% round-number amounts -> 3% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),2025Q1,2.6826955906859973,0.07454538133079544,0.06193945056031968,7,149,111,109321853.0,53336050.0,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA): behaviour shifts at 2025Q1 (archetype-mix JS 0.07); 50 works/quarter -> 28 works/quarter; 24% round-number amounts -> 96% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
GONDA(DISTRICT MAGISTRATE GONDA_IDA),2024Q3,2.417424231339669,0.08654319174631463,0.06137378162887286,8,150,177,126637138.0,150490598.0,GONDA(DISTRICT MAGISTRATE GONDA_IDA): behaviour shifts at 2024Q3 (archetype-mix JS 0.09); 75 works/quarter -> 30 works/quarter; 6% round-number amounts -> 4% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2024Q3,3.478826391793588,0.072890381563126,0.0597280721440163,12,248,554,158387889.0,280715130.0,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA): behaviour shifts at 2024Q3 (archetype-mix JS 0.07); 50 works/quarter -> 79 works/quarter; 14% round-number amounts -> 79% round-number amounts; 0% repeated descriptions -> 4% repeated descriptions. Before/after shown for review — a change-point is not evidence of wrongdoing.
DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA),2025Q3,2.0074748433075262,0.15022954406654798,0.057863756235784464,8,292,169,135427387.0,121756912.0,DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA): behaviour shifts at 2025Q3 (archetype-mix JS 0.15); 35% round-number amounts -> 72% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
PAPUM PARE(DEPUTY COMMISSIONER PAPUM PARE_IDA),2024Q3,2.242963583097708,0.09357668317069504,0.05682108063106185,7,77,87,68119559.0,109029825.0,PAPUM PARE(DEPUTY COMMISSIONER PAPUM PARE_IDA): behaviour shifts at 2024Q3 (archetype-mix JS 0.09); 26 works/quarter -> 22 works/quarter; 90% round-number amounts -> 74% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA),2025Q4,2.4094933905078415,0.08570202631931796,0.056469243931578206,7,195,55,181567887.0,49419805.0,SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA): behaviour shifts at 2025Q4 (archetype-mix JS 0.09); 39 works/quarter -> 28 works/quarter; 0% round-number amounts -> 2% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),2024Q3,1.6445360015472303,0.4031038216967846,0.05319810396345082,9,271,113,160155114.72,145453617.0,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA): behaviour shifts at 2024Q3 (archetype-mix JS 0.40); 68 works/quarter -> 23 works/quarter; 17% round-number amounts -> 11% round-number amounts. Before/after shown for review — a change-point is not evidence of wrongdoing.
